id,Source,Target,Reference,Orig-Nasal-As-Line,Orig-Nasal-As-Tilde
4660,Wéqm i' éxn ã ù yawa'ku .,Este hombre quiere hacer una casa .,Constenla1998 pg111,,Wë́m i' é̠n a̠ ù yawa'ku.
4661,Kèq ye' shka'ku .,Yo no quiero caminar .,Constenla1998 pg111,,Kë̀ ye' shka'ku.
4662,Kèq ye' éxn ã àrros ñã'ku .,Yo no quiero comer arroz .,Constenla1998 pg111,,Kë̀ ye' é̠n a̠ àrros ña̠'ku.
4663,Ye' stsòq .,Yo canto .,Constenla1998 pg111,,Ye' stsö̀.
4664,Ye' ĩnùx .,Yo juego .,Constenla1998 pg111,,Ye' i̠nù̠.
4665,Ye'r i sãwèx .,Yo lo veo .,Constenla1998 pg111,,Ye'r i-sa̠wè̠.
4666,Ye' túxn .,Yo corro .,Constenla1998 pg111,,Ye' tú̠n.
4667,I stséqr .,Se oye .,Constenla1998 pg111,,I-stsë́r.
4668,Ye' stsòqmĩ .,Yo cantaré .,Constenla1998 pg111,,Ye' stsö̀mi̠.
4669,Ye' ĩnùxmĩ .,Yo jugaré .,Constenla1998 pg111,,Ye' i̠nù̠mi̠.
4670,Ye'r i sãwèxmĩ .,Yo lo veré .,Constenla1998 pg111,,Ye'r i-sa̠wè̠mi̠.
4671,Ye' túxnmĩ .,Yo correré .,Constenla1998 pg111,,Ye' tú̠nmi̠.
4672,Ye' túxrmĩ .,Yo correré .,Constenla1998 pg111,,Ye' tú̠rmi̠.
4673,I stséqrmĩ .,Se oirá .,Constenla1998 pg111,,I-stsë́rmi̠.
4674,Kèq ye' stsök .,No cantaré .,Constenla1998 pg111,,Kë̀ ye' stsök.
4675,Kèq ye' ĩnũk .,No jugaré .,Constenla1998 pg111,,Kë̀ ye' i̠nu̠k.
4676,Kèq ye'r i sãũk .,No lo veré .,Constenla1998 pg111,,Kë̀ ye'r i-sa̠u̠k.
4677,Kèq ye' túxnũk .,No correré .,Constenla1998 pg111,,Kë̀ ye' tú̠nu̠k.
4678,Kë i stsèqnũk .,No se oirá .,Constenla1998 pg111,,Kë i-stsë̀nu̠k.
4679,Ye' stsa' .,Yo canté contra su voluntad .,Constenla1998 pg111,,Ye' stsa'.
4680,Kápi ya' .,Se tomó café contra su voluntad .,Constenla1998 pg111,,Kápi ya'.
4681,Ie'pa wã i tsã'mĩ káxmîx chö'wèxwã .,Se los llevan contra su voluntad lejos para perderlos .,Constenla1998 pg112,,Ie'pa wa̠ i-tsa̠'mi̠ ká̠mî̠ chö'wè̠wa̠.
4682,Aláala ãmìx káxwötã chkóqk bua'ë .,La madre del bebé debe comer muy bien .,Constenla1998 pg112,,Aláala a̠mì̠ ká̠wöta̠ chkö́k bua'ë.
4683,Ye' káxwötã shkamẽ' yawök .,Yo tengo que hacer un arco .,Constenla1998 pg112,,Ye' ká̠wöta̠ shkame̠' yawök.
4684,Be' káxwötã ĩnúxk ie'pa tã .,Usted tiene que jugar con ellos .,Constenla1998 pg112,,Be' ká̠wöta̠ i̠nú̠k ie'pa ta̠.
4685,Mìxk ie' dé e' tã tabè i' ãmúx ie' ã .,"Cuando él llegue , dele este machete .",Constenla1998 pg112,,Mì̠k ie' dé e' ta̠ tabè i' a̠mú̠ ie' a̠.
4686,Mìxk ie' tö i súx e' tã ie' bákshka i yòqkĩ .,"Cuando él lo vio , él huyó de él .",Constenla1998 pg112,,Mì̠k ie' tö i-sú̠ e' ta̠ ie' bákshka i-yö̀ki̠.
4687,Mìxk ie' mĩ'kẽ Kua'rö e' tã ye' apàkèkẽ ie' tö .,"Cuando él va a Buenos Aires , él me visita .",Constenla1998 pg112,,Mì̠k ie' mi̠'ke̠ Kua'rö e' ta̠ ye' apàkèke̠ ie' tö.
4688,Be' dé .,Usted llegó .,Constenla1998 pg113,,Be' dé.
4689,Ye' wã be' dé .,Yo lo traje .,Constenla1998 pg113,,Ye' wa̠ be' dé.
4690,Be' mĩ'kẽ .,Usted va .,Constenla1998 pg113,,Be' mi̠'ke̠.
4691,Ye' wã be mĩ'kẽ .,Yo lo llevo .,Constenla1998 pg113,,Ye' wa̠ be mi̠'ke̠.
4692,Be' mãnèxtẽ .,Usted vino .,Constenla1998 pg113,,Be' ma̠nè̠te̠.
4693,Ye' wã be' mãnèxtẽ .,Yo lo traje .,Constenla1998 pg113,,Ye' wa̠ be' ma̠nè̠te̠.
4694,E' ujchéxn .,Eso se sabe .,Constenla1998 pg113,,E' ujché̠n.
4695,Ye' wã e' ujchéxn .,Yo sé eso .,Constenla1998 pg113,,Ye' wa̠ e' ujché̠n.
4696,íse,uno como este,Constenla1998 pg113,,íse
4697,ése,uno como aquel,Constenla1998 pg113,,ése
4698,aìse,uno como aquel arriba lejos,Constenla1998 pg113,,aìse
4699,dióqse,uno como aquel abajo cerca,Constenla1998 pg113,,diö́se
4700,wéxse,como cuál,Constenla1998 pg113,,wé̠se
4701,I sãùx sö .,Véamoslo .,Constenla1998 pg117,,I-sa̠ù̠ sö.
4702,Se' ĩnùx .,Juguemos .,Constenla1998 pg117,,Se' i̠nù̠.
4703,Ye' mĩ'kẽ bö' tsũk àxs be' úxalòq .,Yo voy a traer leña para que usted cocine .,Constenla1998 pg117,,Ye' mi̠'ke̠ bö' tsu̠k à̠s be' ú̠alö̀.
4704,Kèq be' shkóqk íxẽ àxs kèq be' tö i sãùx .,No venga acá para que no lo vea .,Constenla1998 pg117,,Kë̀ be' shkö́k í̠e̠ à̠s kë̀ be' tö i-sa̠ù̠.
4705,Ye' kàbalòqkẽ dawà sawök .,Yo quisiera fumar .,Constenla1998 pg117,,Ye' kàbalö̀ke̠ dawà sawök.
4706,Ye' wòqbatsö sĩnĩ' chkà wa .,A mí me gusta la carne de chancho de monte .,Constenla1998 pg117,,Ye' wö̀batsö si̠ni̠' chkà wa.
4707,Ie'pa wòqbatsö shkóqk .,A ellos les gusta caminar .,Constenla1998 pg117,,Ie'pa wö̀batsö shkö́k.
4708,Be' míxã ye' tã Ãmùxbali e' tã ye' wã mã mĩ'kẽ úapàkök .,"Si usted va conmigo a Amubri , yo lo oy a llevar a pasear .",Constenla1998 pg117,,Be' mí̠a̠ ye' ta̠ A̠mù̠bali e' ta̠ ye' wa̠ ma̠-mi̠'ke̠ úapàkök.
4709,Ie' dé e' tã tabè i' ãmúx ie' ã .,"Si él llega , dele este machete .",Constenla1998 pg117,,Ie' dé e' ta̠ tabè i' a̠mú̠ ie' a̠.
4710,Ie' tö i súx e' tã ie' bákshka i yòqkĩ .,"Cuando él lo vio , él huyó de él .",Constenla1998 pg117,,Ie' tö i-sú̠ e' ta̠ ie' bákshka i-yö̀ki̠.
4711,Ie' mĩ'kẽ Kua'rö e' tã ye' apàkèkẽ ie' tö .,"Si él va a Buenos Aires , él me visita .",Constenla1998 pg118,,Ie' mi̠'ke̠ Kua'rö e' ta̠ ye' apàkèke̠ ie' tö.
4712,Ye' wa i wéqr tö ie'r bua' .,Yo considero que él es bueno .,Constenla1998 pg118,,Ye' wa i-wë́r tö ie'r bua'.
4713,Ie' wã i dá ie' káx ska .,Él lo llevó hasta su lugar .,Constenla1998 pg118,,Ie' wa̠ i-dá ie' ká̠ ska.
4714,Ie' dur ñãlàx ska .,Él está de pie en el camino .,Constenla1998 pg118,,Ie' dur ña̠là̠ ska.
4715,Ie' démãlẽ kàxlĩ kéx ska .,Él regresó durante el invierno .,Constenla1998 pg118,,Ie' déma̠le̠ kà̠li̠ ké̠ ska.
4716,Ie' bitéx ye' ska .,Él vino hacia mí .,Constenla1998 pg118,,Ie' bité̠ ye' ska.
4717,Ie' ajkòqchòq ie' ska .,Él eleva sus súplicas a él .,Constenla1998 pg118,,Ie' ajkö̀chö̀ ie' ska.
4718,Ie' ujtòq se' ie .,Él habla como nosotros .,Constenla1998 pg118,,Ie' ujtö̀ se' ie.
4719,E' yòqnãnẽ nãmùx ie .,Aquel se convirtió en tigre .,Constenla1998 pg118,,E' yö̀na̠ne̠ na̠mù̠ ie.
4720,Ie'pa'r ie' wóqkir tée .,Ellos le cortaron la cabeza .,Constenla1998 pg118,,Ie'pa'r ie' wö́kir tée.
4721,Ie' tso kàsir chka tóqkök .,Él está rebanando la carne de saíno .,Constenla1998 pg118,,Ie' tso kàsir chka tö́kök.
4722,Kàsir chka tèqnãnẽ .,La carne de saíno fue rebanada .,Constenla1998 pg118,,Kàsir chka të̀na̠ne̠.
4723,"Wéx ie'pa'r se' kũéxwã , se' ujtèkẽwã mòxkĩ .","Donde ellos nos encontraban , nos mataban ciertamente .",Constenla1998 pg119,,"Wé̠ ie'pa'r se' ku̠é̠wa̠, se' ujtèke̠wa̠ mò̠ki̠."
4724,Ye' séxrkẽ wéx ñãlàx éxrkẽ ẽ'rö .,Yo vivo donde se acaba el camino .,Constenla1998 pg119,,Ye' sé̠rke̠ wé̠ ña̠là̠ é̠rke̠ e̠'rö.
4725,Ie' démãlẽ .,Él vino de nuevo .,Constenla1998 pg119,,Ie' déma̠le̠.
4726,Skuèq ẽnã pûs e' dör se'èq .,El ratón y el gato fueron verdaderamente humanos .,Constenla1998 pg119,,Skuë̀ e̠na̠ pûs e' dör se'ë̀.
4727,Skuèq míxã pûs wébalök tã i sãwéx tö pûs kapówã .,El ratón fue a observar al gato y vio que dormía .,Constenla1998 pg124,,Skuë̀ mí̠a̠ pûs wébalök ta̠ i-sa̠wé̠ tö pûs kapówa̠.
4728,I tkéqtökicha tã i sãwéx tö pûs dawówã .,"A la cuarta vez , vio que el gato había muerto .",Constenla1998 pg124,,I-tkë́tökicha ta̠ i-sa̠wé̠ tö pûs dawówa̠.
4729,Kúkúr tã pûs tìnã .,Pronto el gato despertó .,Constenla1998 pg124,,Kúkúr ta̠ pûs tìna̠.
4730,Bulé tã ye' dòqmĩ .,Mañana yo vendré .,Constenla1998 pg124,,Bulé ta̠ ye' dö̀mi̠.
4731,E' kèq tkóqpashka ẽmã kèq skuèq tã .,"Si aquella noche no hubiera escapado , no habría ratones .",Constenla1998 pg125,,E' kë̀ tkö́pashka e̠ma̠ kë̀ skuë̀ ta̠.
4732,"Sa' ĩnùxmĩ be' tã , be' dóqpa ẽmã .",Nosotros habríamos jugado con usted si usted hubiera venido .,Constenla1998 pg125,,"Sa' i̠nù̠mi̠ be' ta̠, be' dö́pa e̠ma̠."
4733,Ie' tö i sãúxpa ẽmã ie' tkáshka i yòqkĩ .,"Si él lo hubiera visto , él habría escapado de él .",Constenla1998 pg125,,Ie' tö i-sa̠ú̠pa e̠ma̠ ie' tkáshka i-yö̀ki̠.
4734,"Súx , ye' tö skuèq dióq ujtèulur .",Ahora es que yo mato a aquellos ratos .,Constenla1998 pg125,,"Sú̠, ye' tö skuë̀ diö́ ujtèulur."
4735,Ì kũéxkĩ ie'pa'r ye' talété ?,Porqué ellos me hicieron el baile funerario ?,Constenla1998 pg125,,Ì ku̠é̠ki̠ ie'pa'r ye' talété?
4736,I jtòq,Su concavidad .,Constenla1998 pg125,,I-jtö̀
4737,I stsóq .,Escúchelo .,Constenla1998 pg126,,I-stsö́.
4738,Ya stsó .,Yo sé cantar,Constenla1998 pg126,,Ya-stsó.
4739,Ya tso' .,Yo estoy .,Constenla1998 pg126,,Ya-tso'.
4740,Ye' tö ie' apánẽ erë kèq i dë' .,"Yo lo esperé , pero no llegó .",Constenla1998 pg129,,Ye' tö ie' apáne̠ erë kë̀ i-dë'.
4741,Be' éxn ã Sibòq ujta'kwã ẽmã séxẽ i téxrkẽ be' ù ã .,"Usted quiere matar a Sibo , pues él llega ahí a su casa .",Constenla1998 pg129,,Be' é̠n a̠ Sibö̀ ujta'kwa̠ e̠ma̠ sé̠e̠ i-té̠rke̠ be' ù a̠.
4742,Ye' ã shkamẽ' yóqr .,Yo sé hacer arcos .,Constenla1998 pg129,,Ye' a̠ shkame̠' yö́r.
4743,Ie' ã stsa'wö àxríts .,Él sabe leer .,Constenla1998 pg129,,Ie' a̠ stsa'wö à̠ríts.
4744,Ye' ã i dawö .,Yo puedo matarlo .,Constenla1998 pg129,,Ye' a̠ i-dawö.
4745,Kèq ye' ã shkamẽ' yóqr .,Yo no sé hacer arcos .,Constenla1998 pg129,,Kë̀ ye' a̠ shkame̠' yö́r.
4746,Ie'pa tö i kalö'úxwã .,Ellos decidieron agarrarlo .,Constenla1998 pg130,,Ie'pa tö i-kalö'ú̠wa̠.
4747,Ie' shkóqr ujtóqk .,Él decidió hablar .,Constenla1998 pg130,,Ie' shkö́r ujtö́k.
4748,Ie' shkóqr be' ù ã .,Él decidió ir a su casa .,Constenla1998 pg130,,Ie' shkö́r be' ù a̠.
4749,Ye' tö tabè yë'stsã .,Yo saqué el machete .,Constenla1998 pg130,,Ye' tö tabè yë'stsa̠.
4750,Ie' tö bö' yë'ulur .,Él sacó la leña .,Constenla1998 pg130,,Ie' tö bö' yë'ulur.
4751,Ie'pa ẽ' yéstsã .,Ellos salieron .,Constenla1998 pg130,,Ie'pa e̠' yéstsa̠.
4752,Ie'pa ẽ' yéulur .,Ellos salieron .,Constenla1998 pg130,,Ie'pa e̠' yéulur.
4753,Ye' ẽ' tkére .,Yo me senté .,Constenla1998 pg130,,Ye' e̠' tkére.
4754,Ye' ẽ' tkòqro .,Yo me siento .,Constenla1998 pg130,,Ye' e̠' tkö̀ro.
4755,Be' ẽ' tkóqro .,Siéntese .,Constenla1998 pg130,,Be' e̠' tkö́ro.
4756,Ẽ' tkóqkdö .,Sentarse .,Constenla1998 pg130,,E̠' tkö́kdö.
4757,Ie' tö i stsé tö yì dé wéxsh i tsiríũk .,Él escuchó que alguien había llegado adentro a molestarlo .,Constenla1998 pg130,,Ie' tö i-stsé tö yì dé wé̠sh i-tsiríu̠k.
4758,Kèq yì wã ie' sùxnẽ .,Nadie lo vio .,Constenla1998 pg130,,Kë̀ yì wa̠ ie' sù̠ne̠.
4759,Kèq ì .,Nada,Constenla1998 pg131,,Kë̀ ì.
4760,Kèq mìxk .,Nunca,Constenla1998 pg131,,Kë̀ mì̠k.
4761,Kèq wéx .,En ningún lugar,Constenla1998 pg131,,Kë̀ wé̠.
4762,Kèq ie' kĩ dalì dë'kã .,Él no aguantó la carga .,Constenla1998 pg131,,Kë̀ ie' ki̠ dalì dë'ka̠.
4763,Kabàiö i' túxn sulû .,Este caballo corre muchísimo .,Constenla1998 pg131,,Kabàiö i' tú̠n sulû.
4764,Ie'r nĩmàx tké cháchá .,Él flechó el pez ta !,Constenla1998 pg132,,Ie'r ni̠mà̠ tké cháchá.
4765,Nãmùx túxn kôqtkkôqtk .,El felino corre con el lomo arqueado .,Constenla1998 pg132,,Na̠mù̠ tú̠n kö̂tkkö̂tk.
4766,I ppóq .,Golpéelo .,Constenla1998 pg132,,I-ppö́.
4767,Kàl kie àl e' talar wîxwîxë .,El árbol que se llama almendro crece muy grande.,margery-ex0131,Kàl kie àl e' talar wî̠wî̠ë.,
4768,Be' alà séxn bua' .,Su hijo es bueno.,margery-ex0132,Be' alà sé̠n bua'.,
4769,Ye' alà kie Juan .,Mi hijo se llama Juan.,margery-ex0132,Ye' alà kie Juan.,
4770,Vacaalà brùtãnã dí kibi ã .,El ternero se cayó al río.,margery-ex0133,Vacaalà brùta̠na̠ dí kibi a̠.,
4771,Alá bulár darêqrêqë .,El ruido del trueno es muy fuerte.,margery-ex0134,Alá bulár darë̂rë̂ë.,
4772,Ie'pa kutà aláala ĩũ tãîx .,El bebé de la hermana de ellos llora mucho.,margery-ex0135,Ie'pa kutà aláala i̠u̠ ta̠î̠.,
4773,Alabà katẽ bua' kàsir dör .,A los saínos les gusta comer camote.,margery-ex0136,Alabà kate̠ bua' kàsir dör.,
4774,Ye' alabèqnẽ túxnũk .,Yo me cansé de correr.,margery-ex0137,Ye' alabë̀ne̠ tú̠nu̠k.,
4775,Ie' dör ye' alabêqã .,Él me cansó.,margery-ex0138,Ie' dör ye' alabë̂a̠.,
4776,Kàl ulìtãnẽ dör alabó .,Todos los árboles son cilíndricos.,margery-ex0139,Kàl ulìta̠ne̠ dör alabó.,
4777,Séq séx alabôa' ie'pa dör tabèq wa .,A ese poste ellos dieron forma cilíndrica con un cuchillo.,margery-ex0141,Së́ sé̠ alabôa' ie'pa dör tabë̀ wa.,
4778,Aláköl ãwíx ẽ' kalòqio alabó .,Aquella mujer se viste con pantalones ceñidos.,margery-ex0141,Aláköl a̠wí̠ e̠' kalö̀io alabó.,
4779,Ie' alàduláköl dör bòql .,El tiene dos hijos adolescentes.,margery-ex0142,Ie' alàduláköl dör bö̀l.,
4780,Be' vaca alà tsakìnã aláki .,Su vaca parió una ternera.,margery-ex0143,Be' vaca alà tsakìna̠ aláki.,
4781,E'köl apë' aláköl dör ye' inúxköl aka' ãméx .,Una mujer me regaló dinero.,margery-ex0144,E'köl apë' aláköl dör ye' inú̠köl aka' a̠mé̠.,
4782,Ye' aláköl kie María .,Mi esposa se llama María.,margery-ex0144,Ye' aláköl kie María.,
4783,Alànũ káx apàke élkê ya tã .,Nuestro hijito conversó largo rato conmigo.,margery-ex0146,Alànu̠ ká̠ apàke élkê ya ta̠.,
4784,Be' éql alánẽ ye' nãùx tã ñãlàx kĩ .,Su hermano conversó con mi tío en el camino.,margery-ex0147,Be' ë́l aláne̠ ye' na̠ù̠ ta̠ ña̠là̠ ki̠.,
4785,Ie'pa alánã wã .,Ellos se entristecieron.,margery-ex0147,Ie'pa alána̠ wa̠.,
4786,Alàpàjkuö dòqkẽjtsã alà kúxrkẽ e' ukòqkĩ .,La placenta sale después que nace el niño.,margery-ex0148,Alàpàjkuö dö̀ke̠jtsa̠ alà kú̠rke̠ e' ukö̀ki̠.,
4787,Escuela ã sa ulìtãnẽ alâr tso' ẽ' wóqulâũk,En la escuela estudian todos nuestros hijos.,margery-ex0149,Escuela a̠ sa ulìta̠ne̠ alâr tso' e̠' wö́ulâu̠k,
4788,Ie' tso kapóqli alàstsök .,Él está olfateando la medicina.,margery-ex0151,Ie' tso kapö́li alàstsök.,
4789,Alattsítsi e' téùlur nãñéxwe káx sháxböts .,Los niños se acostaron a las doce de la noche.,margery-ex0152,Alattsítsi e' téùlur na̠ñé̠we ká̠ shá̠böts.,
4790,Alattsítsiwak tso' ĩnúxk .,Los niños están jugando.,margery-ex0153,Alattsítsiwak tso' i̠nú̠k.,
4791,E'köl kabèq dör aláwö kũẽwã ák kitö kĩ .,Un muchacho encontró una piedra de trueno en la playa.,margery-ex0154,E'köl kabë̀ dör aláwö ku̠e̠wa̠ ák kitö ki̠.,
4792,Àl dukà ala' bua'ë .,La flor del almendro tiene muy buen olor.,margery-ex0155,Àl dukà ala' bua'ë.,
4793,Be' i apàkẽ ês alê irir .,Tal vez sea como usted lo explicó.,margery-ex0156,Be' i apàke̠ ês alê irir.,
4794,A' alêë íyi balêwã .,Quizás ustedes robaron mis cosas.,margery-ex0157,A' alêë íyi balêwa̠.,
4795,Alèqr séxrkẽ kàl wì ã .,La hormiga chascha vive en los troncos de los árboles.,margery-ex0158,Alë̀r sé̠rke̠ kàl wì a̠.,
4796,Chãmùx déq be' wã wéxsh dör alí .,El racimo de bananos que usted llevó a la casa está maduro.,margery-ex0160,Cha̠mù̠ dë́ be' wa̠ wé̠sh dör alí.,
4797,Àlim dör duè ése tso' baléq akéqkëpa ã .,El reumatismo es una enfermedad que le da a las personas mayores.,margery-ex0161,Àlim dör duè ése tso' balë́ akë́këpa a̠.,
4798,Kàlwö alírkẽ i kölòq tsãk .,La fruta madura en el árbol.,margery-ex0162,Kàlwö alírke̠ i kölö̀ tsa̠k.,
4799,Chakòq alìnã .,La comida se cocinó.,margery-ex0162,Chakö̀ alìna̠.,
4800,Ali' balo' ya' bua' .,La chicha de yuca es rica.,margery-ex0163,Ali' balo' ya' bua'.,
4801,Yì kũlẽ káx batà e' aló stsèqnã bua' .,Se oyó claramente el eco de alguien que gritó en la montaña.,margery-ex0164,Yì ku̠le̠ ká̠ batà e' aló stsë̀na̠ bua'.,
4802,Kápi ùnã alóalo .,El café quedó medio molido.,margery-ex0165,Kápi ùna̠ alóalo.,
4803,Dìwö alóki dör báshbash .,El rayo de sol es tibio.,margery-ex0166,Dìwö alóki dör báshbash.,
4804,Sulìtãnẽ kanèxbale alòko ie .,Todos trabajan como locos.,margery-ex0167,Sulìta̠ne̠ kanè̠bale alòko ie.,
4805,Dakarò alà ã ikuòq uèkẽ alólô .,El maíz para los pollitos es maíz mal molido.,margery-ex0168,Dakarò alà a̠ ikuö̀ uèke̠ alólô.,
4806,Kula' wòqtkèqnã alólô .,El ensamble de la silla quedó mal ajustado.,margery-ex0168,Kula' wö̀tkë̀na̠ alólô.,
4807,"Alònã , ye' alà bùsi kèq akáluk tã .","Por supuesto que no, mi hija no tiene barba.",margery-ex0169,"Alòna̠, ye' alà bùsi kë̀ akáluk ta̠.",
4808,Kèq discurso i' alònũk bét .,Este discurso no termina rápido.,margery-ex0171,Kë̀ discurso i' alònu̠k bét.,
4809,Ye' yéq káx kĩ tãîx alówa tso' .,En la finca de mi padre hay muchas guabas.,margery-ex0172,Ye' yë́ ká̠ ki̠ ta̠î̠ alówa tso'.,
4810,María dör coco alôyè .,María quebró el coco.,margery-ex0173,María dör coco alôyè.,
4811,Alòqkö diri ie ùtsì ie .,La hoja de la palma real sirve para hacer el techo de la casa.,margery-ex0174,Alö̀kö diri ie ùtsì ie.,
4812,Alóq dör chakòq núx ẽnã ìyi núx katèkẽ .,Los zopilotes se alimentan de carne y cosas podridas.,margery-ex0175,Alö́ dör chakö̀ nú̠ e̠na̠ ìyi nú̠ katèke̠.,
4813,Kalóqm kibíe ie tso' alóqalö .,La mayoría de los plátanos está cele.,margery-ex0176,Kalö́m kibíe ie tso' alö́alö.,
4814,Alòqbuk e' dör íyiwak kèq dör se' íyiwak kate .,El tolomuco es un animal que no come animales domésticos.,margery-ex0177,Alö̀buk e' dör íyiwak kë̀ dör se' íyiwak kate.,
4815,Ye' kutà kiànã chakà alóqk .,Mi hermana quiere cocinar carne.,margery-ex0178,Ye' kutà kiàna̠ chakà alö́k.,
4816,Ie' wòqsãwõ alòqnãwã kabèq ukö .,El espejo de él fue quebrado por el muchacho.,margery-ex0179,Ie' wö̀sa̠wo̠ alö̀na̠wa̠ kabë̀ ukö.,
4817,Ye' tso kòqchi alôqũk .,Yo estoy criando chanchos.,margery-ex0182,Ye' tso kö̀chi alö̂u̠k.,
4818,María ulà ã tãîx arros alôqãkã ùx ã .,María hizo crecer mucho el arroz en la olla.,margery-ex0183,María ulà a̠ ta̠î̠ arros alö̂a̠ka̠ ù̠ a̠.,
4819,Alâr dör di' wòqtéwã e' kũéxkĩ di' alòqnãkã .,Los niños hicieron una presa en el río y por eso se hizo una poza.,margery-ex0183,Alâr dör di' wö̀téwa̠ e' ku̠é̠ki̠ di' alö̀na̠ka̠.,
4820,Tsalá de be' wã dör amáxjamàx .,El plátano que trajiste está muy maduro.,margery-ex0185,Tsalá de be' wa̠ dör amá̠jamà̠.,
4821,Améxkicha dör apéq ñãlàx .,La vena es el camino de la sangre.,margery-ex0186,Amé̠kicha dör apë́ ña̠là̠.,
4822,Amùxwö i' dör sulû .,Esta piña está mala.,margery-ex0188,Amù̠wö i' dör sulû.,
4823,Se' apà ã tãîx dichâwö tso' .,El cuerpo humano está formado por muchos huesos.,margery-ex0190,Se' apà a̠ ta̠î̠ dichâwö tso'.,
4824,Ulù apà mìxk tãîx íx tso' .,En la parte externa del burío hay muchos gusanos.,margery-ex0190,Ulù apà mì̠k ta̠î̠ í̠ tso'.,
4825,Pedro apà a'r sulû .,Pedro tiene mucha fuerza.,margery-ex0190,Pedro apà a'r sulû.,
4826,Se' wéx kèq apáalir e' kirírmĩka tóttô .,La persona que no tiene sudor está propensa a enfermarse.,margery-ex0191,Se' wé̠ kë̀ apáalir e' kirírmi̠ka tóttô.,
4827,Túxnẽ da dör sa' apáliwẽ .,Correr nos hace sudar.,margery-ex0192,Tú̠ne̠ da dör sa' apáliwe̠.,
4828,Skáxmóxköl dör pãâxli erë i wër apáapa .,"La cerbatana es nueva, pero parece que está usada.",margery-ex0193,Ská̠mó̠köl dör pa̠â̠li erë i wër apáapa.,
4829,Ye' apàbako dör mã'tk .,Mi cobija es roja.,margery-ex0194,Ye' apàbako dör ma̠'tk.,
4830,Mìxk kàxlĩ ítkẽ e' tã plástico wa tsiru' wö apàbakèkẽ .,Cuando llueve el cacao se tapa con un plástico.,margery-ex0195,Mì̠k kà̠li̠ ítke̠ e' ta̠ plástico wa tsiru' wö apàbakèke̠.,
4831,Ie' dör i' alà apàbalèkẽ i dawòq kẽwã e' kũéxkĩ .,Él mima a su niño porque está enfermo.,margery-ex0196,Ie' dör i' alà apàbalèke̠ i dawö̀ ke̠wa̠ e' ku̠é̠ki̠.,
4832,Ie'pa ãñìx apabalé nãñéxwe .,Ellos se reconciliaron anoche.,margery-ex0196,Ie'pa a̠ñì̠ apabalé na̠ñé̠we.,
4833,Ie' chakè apàbawẽ e'tökicha mãléx .,Él calentó la comida nuevamente.,margery-ex0197,Ie' chakè apàbawe̠ e'tökicha ma̠lé̠.,
4834,Dawás ska káx apàbárkẽ tãîx .,En verano el tiempo se calienta mucho.,margery-ex0197,Dawás ska ká̠ apàbárke̠ ta̠î̠.,
4835,Chakì ye' séq apàbi' i yótsã .,Ayer yo escarbé alrededor del poste para sacarlo.,margery-ex0198,Chakì ye' së́ apàbi' i yótsa̠.,
4836,Òqk tkër ẽ' apàbiök .,El mono cariblanco está sentado rascándose.,margery-ex0198,Ö̀k tkër e̠' apàbiök.,
4837,Ye' dör libro apàbuturè uyéqjkuö mã'tk wa .,Yo envolví el libro con papel rojo.,margery-ex0199,Ye' dör libro apàbuturè uyë́jkuö ma̠'tk wa.,
4838,Kèq be' éql apàchök !,No ofenda a su hermano!,margery-ex0201,Kë̀ be' ë́l apàchök!,
4839,Apàdalër dör sulû .,El dolor del cuerpo es desagradable.,margery-ex0202,Apàdalër dör sulû.,
4840,Juan yéq dör tãîx dawà apàdiche .,El padre de Juan mastica mucho tabaco.,margery-ex0203,Juan yë́ dör ta̠î̠ dawà apàdiche.,
4841,María dör bua' i ù apáikale kalòqte yök .,María limpió bien la casa para el baile.,margery-ex0204,María dör bua' i ù apáikale kalö̀te yök.,
